state,district,date,total_enrolments,age_weighted_load,growth_rate,volatility,anomaly,ASSI,stress_level
Andaman and Nicobar Islands,South Andaman,2025-11-30,3.0,0.0002494716052804823,0.00820022963480593,0.0013313714971682359,0.0,0.24161203502473225,Low
Andhra Pradesh,Adilabad,2025-09-30,219.0,0.017643186306780776,0.01367495970787706,0.015446593908705043,0.0,1.3565333231422585,Low
Andhra Pradesh,Adilabad,2025-10-31,101.0,0.008066248570735594,0.00630032330807805,0.015446593908705043,0.0,0.7890899037054758,Low
Andhra Pradesh,Adilabad,2025-11-30,34.0,0.0027580471917119987,0.004595580626298704,0.015446593908705043,0.0,0.5341432815000484,Low
Andhra Pradesh,Adilabad,2025-12-31,7.0,0.0005543813450677384,0.0028060102981034944,0.015446593908705043,0.0,0.40125738942939776,Low
Andhra Pradesh,Alluri Sitharama Raju,2025-09-30,95.0,0.007740549530508298,0.01367495970787706,0.00756147298186078,0.0,0.802725433554474,Low
Andhra Pradesh,Alluri Sitharama Raju,2025-10-31,85.0,0.006950556113786771,0.012234241267595184,0.00756147298186078,0.0,0.735107735878566,Low
Andhra Pradesh,Alluri Sitharama Raju,2025-11-30,19.0,0.0015661272998163612,0.003047542507209575,0.00756147298186078,0.0,0.29006311431010945,Low
Andhra Pradesh,Alluri Sitharama Raju,2025-12-31,3.0,0.00023561207165378887,0.0021492121856220535,0.00756147298186078,0.0,0.2143842471439185,Low
Andhra Pradesh,Anakapalli,2025-09-30,45.0,0.003728214545580541,0.01367495970787706,0.00320713101943944,0.0,0.555145194908937,Low
Andhra Pradesh,Anakapalli,2025-10-31,25.0,0.002065070510377326,0.007591926293353584,0.00320713101943944,0.0,0.33654359813772144,Low
Andhra Pradesh,Anakapalli,2025-11-30,8.0,0.0006652576140812861,0.004367918583656143,0.00320713101943944,0.0,0.1999508895434438,Low
Andhra Pradesh,Anakapalli,2025-12-31,1.0,8.315720176016076e-05,0.0016989876730339661,0.00320713101943944,0.0,0.1099436002850444,Low
Andhra Pradesh,Anantapur,2025-09-30,416.0,0.034011295519905754,0.01367495970787706,0.03530484760242706,0.0,2.408422765541698,Low
Andhra Pradesh,Anantapur,2025-10-31,435.0,0.03554970375246873,0.014300079127278209,0.03530484760242706,0.0,2.4855870803292457,Low
Andhra Pradesh,Anantapur,2025-11-30,87.0,0.0071238002841204386,0.002725499561734802,0.03530484760242706,0.0,1.059186452456729,Low
Andhra Pradesh,Anantapur,2025-12-31,22.0,0.0017324417033366827,0.003449170778290182,0.03530484760242706,0.0,0.8616238896392631,Low
Andhra Pradesh,Ananthapur,2025-09-30,145.0,0.011794463116316134,0.01367495970787706,0.012311953782015429,0.0,1.0598915929898807,Low
Andhra Pradesh,Ananthapur,2025-10-31,150.0,0.012237968192370326,0.014146919196934915,0.012311953782015429,0.0,1.0894307832584946,Low
Andhra Pradesh,Ananthapur,2025-11-30,32.0,0.002591732788191677,0.002907990564170508,0.012311953782015429,0.0,0.4226081512722384,Low
Andhra Pradesh,Ananthapur,2025-12-31,5.0,0.00038806694154741686,0.0021267009599926483,0.012311953782015429,0.0,0.31492927730202147,Low
Andhra Pradesh,Ananthapuramu,2025-09-30,264.0,0.02182183569522885,0.01367495970787706,0.02304012952451075,0.0,1.6755500109962957,Low
Andhra Pradesh,Ananthapuramu,2025-10-31,293.0,0.02418488617858009,0.015178436716580304,0.02304012952451075,0.0,1.8076589555479263,Low
Andhra Pradesh,Ananthapuramu,2025-11-30,54.0,0.004448910294168601,0.002510621077638154,0.02304012952451075,0.0,0.701524529197913,Low
Andhra Pradesh,Ananthapuramu,2025-12-31,19.0,0.0015245486989362807,0.00480386931169699,0.02304012952451075,0.0,0.641881271240091,Low
Andhra Pradesh,Annamayya,2025-09-30,90.0,0.007906863934028618,0.01367495970787706,0.006944353855510208,0.0,0.7970356271682754,Low
Andhra Pradesh,Annamayya,2025-10-31,77.0,0.006375385468278992,0.011697973848156929,0.006944353855510208,0.0,0.6863518420452871,Low
Andhra Pradesh,Annamayya,2025-11-30,10.0,0.0008177124839749142,0.001765644289183372,0.006944353855510208,0.0,0.21573668369878504,Low
Andhra Pradesh,Annamayya,2025-12-31,11.0,0.000900869685735075,0.015043642226144842,0.006944353855510208,0.0,0.5510129201932282,Low
Andhra Pradesh,Bapatla,2025-09-30,38.0,0.0031391843664460685,0.01367495970787706,0.0027853629494594815,0.0,0.5231486263439589,Low
Andhra Pradesh,Bapatla,2025-10-31,9.0,0.0007484148158414469,0.003229751015833459,0.0027853629494594815,0.0,0.16638762701868398,Low
Andhra Pradesh,Bapatla,2025-11-30,8.0,0.0006652576140812861,0.012154201354246191,0.0027853629494594815,0.0,0.38617259740859583,Low
Andhra Pradesh,Chittoor,2025-09-30,760.0,0.062263954817920374,0.01367495970787706,0.05865030526056844,0.0,4.0054382906251105,Low
Andhra Pradesh,Chittoor,2025-10-31,643.0,0.052368247808461235,0.011567908988964816,0.05865030526056844,0.0,3.556933742273939,Low
Andhra Pradesh,Chittoor,2025-11-30,142.0,0.011558851044662345,0.003010730444235398,0.05865030526056844,0.0,1.7106284081037475,Low
Andhra Pradesh,Chittoor,2025-12-31,38.0,0.003076816465125948,0.0036508060529580923,0.05865030526056844,0.0,1.387348915140359,Low
Andhra Pradesh,Cuddapah,2025-09-30,531.0,0.043574373722324235,0.01367495970787706,0.038766102445151204,0.0,2.8601709904929202,Low
Andhra Pradesh,Cuddapah,2025-10-31,420.0,0.034537957797720106,0.010813871957825764,0.038766102445151204,0.0,2.4271871597574726,Low
Andhra Pradesh,Cuddapah,2025-11-30,142.0,0.011628148712795813,0.004615584944104597,0.038766102445151204,0.0,1.3558376210174716,Low
Andhra Pradesh,Cuddapah,2025-12-31,21.0,0.0017047226360832957,0.0020122424747501845,0.038766102445151204,0.0,0.8938170162151106,Low
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-09-30,64.0,0.005342850213090329,0.01367495970787706,0.004477507750420235,0.0,0.6451381562289443,Low
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-10-31,25.0,0.002051210976750632,0.005334550612182763,0.004477507750420235,0.0,0.3049623593829991,Low
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-11-30,8.0,0.0006652576140812861,0.004367918583656143,0.004477507750420235,0.0,0.22535842416305968,Low
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-12-31,4.0,0.00033262880704064304,0.006831547116538149,0.004477507750420235,0.0,0.27364398520348415,Low
Andhra Pradesh,East Godavari,2025-09-30,748.0,0.061328436298118565,0.01367495970787706,0.05089272785748592,0.0,3.812866001771388,Low
Andhra Pradesh,East Godavari,2025-10-31,379.0,0.03087904092027303,0.006923036589684392,0.05089272785748592,0.0,2.4260921087027496,Low
Andhra Pradesh,East Godavari,2025-11-30,178.0,0.014704965177921761,0.00641624767168117,0.05089272785748592,0.0,1.7664593560586181,Low
Andhra Pradesh,East Godavari,2025-12-31,29.0,0.0023145421156578077,0.0022180105381074244,0.05089272785748592,0.0,1.1658865052287166,Low
Andhra Pradesh,Eluru,2025-09-30,50.0,0.004088562419874571,0.01367495970787706,0.003281262388229703,0.0,0.5710417372565034,Low
Andhra Pradesh,Eluru,2025-10-31,23.0,0.0019126156404836977,0.006284074109231036,0.003281262388229703,0.0,0.2992317261147179,Low
Andhra Pradesh,Eluru,2025-11-30,12.0,0.0009978864211219291,0.0071290867944224495,0.003281262388229703,0.0,0.28376787447003243,Low
Andhra Pradesh,Eluru,2025-12-31,4.0,0.00031876927341394957,0.004550409586091845,0.003281262388229703,0.0,0.19213625835344816,Low
Andhra Pradesh,Guntur,2025-09-30,808.0,0.06575655729184712,0.01367495970787706,0.057215026553472256,0.0,4.116436815440257,Low
Andhra Pradesh,Guntur,2025-10-31,548.0,0.04447524340805931,0.009270783287708455,0.057215026553472256,0.0,3.155079849584529,Low
Andhra Pradesh,Guntur,2025-11-30,177.0,0.014441634039014587,0.004408879155370726,0.057215026553472256,0.0,1.832187871514297,Low
Andhra Pradesh,Guntur,2025-12-31,40.0,0.0032292713350195765,0.0030812023630925316,0.057215026553472256,0.0,1.3505014435475415,Low
Andhra Pradesh,Hyderabad,2025-09-30,412.0,0.032944111430650354,0.01367495970787706,0.03630623366644002,0.0,2.385763123251741,Low
Andhra Pradesh,Hyderabad,2025-10-31,475.0,0.03804441980527355,0.015767848024645755,0.03630623366644002,0.0,2.6420976661558866,Low
Andhra Pradesh,Hyderabad,2025-11-30,118.0,0.009563078202418487,0.003388230044264466,0.03630623366644002,0.0,1.1933535525321517,Low
Andhra Pradesh,Hyderabad,2025-12-31,18.0,0.0013998128962960394,0.0020759553157772125,0.03630623366644002,0.0,0.8340160720750724,Low
Andhra Pradesh,K.V.Rangareddy,2025-09-30,11.0,0.000900869685735075,0.01367495970787706,0.00046235795875790075,0.0,0.3871559393014875,Low
Andhra Pradesh,K.V.Rangareddy,2025-10-31,7.0,0.0005266622778143515,0.00869793236872149,0.00046235795875790075,0.0,0.24776195950576932,Low
Andhra Pradesh,K.v. Rangareddy,2025-09-30,2.0,0.00016631440352032152,0.01367495970787706,0.00011558948968947519,0.0,0.3508383586315289,Low
Andhra Pradesh,K.v. Rangareddy,2025-10-31,1.0,6.92976681334673e-05,0.006831547116538149,0.00011558948968947519,0.0,0.17587237443258194,Low
Andhra Pradesh,Kakinada,2025-09-30,76.0,0.006222930598385364,0.01367495970787706,0.0050990557975478384,0.0,0.6927723325832978,Low
Andhra Pradesh,Kakinada,2025-10-31,39.0,0.0031322545996327225,0.007011636921573385,0.0050990557975478384,0.0,0.4025622229756003,Low
Andhra Pradesh,Kakinada,2025-11-30,14.0,0.0011364817573888636,0.004901353821545124,0.0050990557975478384,0.0,0.2699742317851394,Low
Andhra Pradesh,Karim Nagar,2025-09-30,10.0,0.0008038529503482207,0.01367495970787706,0.0009295196688925985,0.0,0.3926185040887073,Low
Andhra Pradesh,Karim Nagar,2025-10-31,13.0,0.001053324555628703,0.017781007262680407,0.0009295196688925985,0.0,0.5052485571700103,Low
Andhra Pradesh,Karim Nagar,2025-11-30,2.0,0.00016631440352032152,0.0020937999379189044,0.0009295196688925985,0.0,0.07758796796663744,Low
Andhra Pradesh,Karimnagar,2025-09-30,88.0,0.007082221683240359,0.01367495970787706,0.006668722210936068,0.0,0.7585373042452622,Low
Andhra Pradesh,Karimnagar,2025-10-31,64.0,0.005266622778143515,0.009942189203510381,0.006668722210936068,0.0,0.5925940854322215,Low
Andhra Pradesh,Karimnagar,2025-11-30,10.0,0.0007899934167215273,0.0021267009599926483,0.006668722210936068,0.0,0.21814170488739867,Low
Andhra Pradesh,Karimnagar,2025-12-31,5.0,0.00037420740792072345,0.006831547116538149,0.006668722210936068,0.0,0.319131418449004,Low
Andhra Pradesh,Khammam,2025-09-30,143.0,0.01125394130487509,0.01367495970787706,0.009989299607633133,0.0,0.9918176370445928,Low
Andhra Pradesh,Khammam,2025-10-31,80.0,0.006333806867398912,0.007645099662361657,0.009989299607633133,0.0,0.6442657584076605,Low
Andhra Pradesh,Khammam,2025-11-30,29.0,0.002300682582031115,0.004949608653919949,0.009989299607633133,0.0,0.415553511781906,Low
Andhra Pradesh,Khammam,2025-12-31,5.0,0.00041578600880080386,0.0023479319704885187,0.009989299607633133,0.0,0.2751157317669078,Low
Andhra Pradesh,Krishna,2025-09-30,662.0,0.05444717785246526,0.01367495970787706,0.046216791947906434,0.0,3.4440969457536657,Low
Andhra Pradesh,Krishna,2025-10-31,396.0,0.03209175011260871,0.008175419679792014,0.046216791947906434,0.0,2.4123913354572775,Low
Andhra Pradesh,Krishna,2025-11-30,143.0,0.011752884515436055,0.004930599174499563,0.046216791947906434,0.0,1.5177161989380599,Low
Andhra Pradesh,Krishna,2025-12-31,26.0,0.0021205086448841,0.002476648194777026,0.046216791947906434,0.0,1.0710723896229184,Low
Andhra Pradesh,Kurnool,2025-09-30,1169.0,0.09578323689407851,0.01367495970787706,0.09361055101871235,0.0,6.0454144888343135,Low
Andhra Pradesh,Kurnool,2025-10-31,1095.0,0.08965039326426666,0.012808556745072816,0.09361055101871235,0.0,5.778440669571734,Low
Andhra Pradesh,Kurnool,2025-11-30,228.0,0.018724229929662866,0.00283799401529106,0.09361055101871235,0.0,2.6921300679430384,Low
Andhra Pradesh,Kurnool,2025-12-31,68.0,0.005585392051557465,0.004070170105997887,0.09361055101871235,0.0,2.197380955086493,Low
Andhra Pradesh,Mahabub Nagar,2025-09-30,196.0,0.015481099061016596,0.01367495970787706,0.014801774630671439,0.0,1.2571534477510191,Low
Andhra Pradesh,Mahabub Nagar,2025-10-31,127.0,0.010103600013859532,0.008856638597648642,0.014801774630671439,0.0,0.9215954581090261,Low
Andhra Pradesh,Mahabub Nagar,2025-11-30,26.0,0.002051210976750632,0.0027901617279521788,0.014801774630671439,0.0,0.4478379748822585,Low
Andhra Pradesh,Mahabub Nagar,2025-12-31,1.0,6.92976681334673e-05,0.0005145508783791549,0.014801774630671439,0.0,0.31167117129824634,Low
Andhra Pradesh,Mahabubnagar,2025-09-30,1.0,8.315720176016076e-05,0.01367495970787706,,0.0,,High
Andhra Pradesh,Mahbubnagar,2025-09-30,106.0,0.008426596445029624,0.01367495970787706,0.007738311314884011,0.0,0.8337040767957916,Low
Andhra Pradesh,Mahbubnagar,2025-10-31,63.0,0.004947853504729566,0.008122757039432283,0.007738311314884011,0.0,0.5557492924726699,Low
Andhra Pradesh,Mahbubnagar,2025-11-30,16.0,0.0012473580264024116,0.0034641536192126527,0.007738311314884011,0.0,0.291264387834093,Low
Andhra Pradesh,Mahbubnagar,2025-12-31,2.0,0.0001385953362669346,0.0016989876730339661,0.007738311314884011,0.0,0.20278473157420676,Low
Andhra Pradesh,Medak,2025-09-30,154.0,0.012515158864904195,0.01367495970787706,0.011302875167388263,0.0,1.0685378506408594,Low
Andhra Pradesh,Medak,2025-10-31,126.0,0.010117459547486227,0.011186446038299276,0.011302875167388263,0.0,0.9104170362046964,Low
Andhra Pradesh,Medak,2025-11-30,46.0,0.003700495478327154,0.004984911972843523,0.011302875167388263,0.0,0.49870012180193957,Low
Andhra Pradesh,Medak,2025-12-31,5.0,0.00041578600880080386,0.0014758329146207418,0.011302875167388263,0.0,0.279584766565316,Low
Andhra Pradesh,N. T. R,2025-09-30,86.0,0.007082221683240359,0.01367495970787706,0.006425361786811733,0.0,0.7536700957627755,Low
Andhra Pradesh,N. T. R,2025-10-31,60.0,0.004933993971102872,0.009537082327067486,0.006425361786811733,0.0,0.5642940527570367,Low
Andhra Pradesh,N. T. R,2025-11-30,14.0,0.0011364817573888636,0.0031817270678240646,0.006425361786811733,0.0,0.25350968272739083,Low
Andhra Pradesh,N. T. R,2025-12-31,2.0,0.00015245486989362808,0.0019433952655817845,0.006425361786811733,0.0,0.1831903121715244,Low
Andhra Pradesh,Nalgonda,2025-09-30,140.0,0.011323238973008559,0.01367495970787706,0.01021469319179814,0.0,0.9990974154532317,Low
Andhra Pradesh,Nalgonda,2025-10-31,99.0,0.007955372301722047,0.00966667519009284,0.01021469319179814,0.0,0.7641756356571657,Low
Andhra Pradesh,Nalgonda,2025-11-30,28.0,0.002286823048404421,0.0038591557889869066,0.01021469319179814,0.0,0.3922456804968123,Low
Andhra Pradesh,Nalgonda,2025-12-31,5.0,0.00041578600880080386,0.0024322104506774214,0.01021469319179814,0.0,0.28173056545493047,Low
Andhra Pradesh,Nandyal,2025-09-30,88.0,0.007317833754894147,0.01367495970787706,0.006985756744095388,0.0,0.7743024777746002,Low
Andhra Pradesh,Nandyal,2025-10-31,70.0,0.005751706455077786,0.010875381829602052,0.006985756744095388,0.0,0.6416679388250704,Low
Andhra Pradesh,Nandyal,2025-11-30,12.0,0.0009840268874952358,0.002334447413658295,0.006985756744095388,0.0,0.2374373957231746,Low
Andhra Pradesh,Nandyal,2025-12-31,1.0,8.315720176016076e-05,0.001128703290422391,0.006985756744095388,0.0,0.17125900521287396,Low
Andhra Pradesh,Nellore,2025-09-30,563.0,0.04572953120127507,0.01367495970787706,0.04016497759684159,0.0,2.9743547926847613,Low
Andhra Pradesh,Nellore,2025-10-31,360.0,0.029063442015176185,0.008739923274336033,0.04016497759684159,0.0,2.18433531440228,Low
Andhra Pradesh,Nellore,2025-11-30,128.0,0.010394650220020096,0.00485456125681802,0.04016497759684159,0.0,1.3404495921580863,Low
Andhra Pradesh,Nellore,2025-12-31,11.0,0.000900869685735075,0.0011643460643356134,0.04016497759684159,0.0,0.8684429909746251,Low
Andhra Pradesh,Nizamabad,2025-09-30,62.0,0.0050587297737431135,0.01367495970787706,0.005395895993040347,0.0,0.652141103507458,Low
Andhra Pradesh,Nizamabad,2025-10-31,65.0,0.005308201379023595,0.01433722544252276,0.005395895993040347,0.0,0.6786766110848197,Low
Andhra Pradesh,Nizamabad,2025-11-30,13.0,0.001053324555628703,0.002725499561734802,0.005395895993040347,0.0,0.2181883911293251,Low
Andhra Pradesh,Nizamabad,2025-12-31,1.0,8.315720176016076e-05,0.001040967231559069,0.005395895993040347,0.0,0.1372683887201901,Low
Andhra Pradesh,Palnadu,2025-09-30,71.0,0.0058279338900246,0.01367495970787706,0.005059599008094023,0.0,0.6761833284597909,Low
Andhra Pradesh,Palnadu,2025-10-31,57.0,0.004573646096808842,0.0109761491084758,0.005059599008094023,0.0,0.5585415517461292,Low
Andhra Pradesh,Palnadu,2025-11-30,18.0,0.0014275319635494266,0.004310289846044866,0.005059599008094023,0.0,0.26605050485497916,Low
Andhra Pradesh,Palnadu,2025-12-31,6.0,0.00048508367693427115,0.004550409586091845,0.005059599008094023,0.0,0.23435556689154743,Low
Andhra Pradesh,Parvathipuram Manyam,2025-09-30,48.0,0.00398461591767437,0.01367495970787706,0.003539820000668363,0.0,0.5720550294172686,Low
Andhra Pradesh,Parvathipuram Manyam,2025-10-31,38.0,0.0030490973978725615,0.01082353779481918,0.003539820000668363,0.0,0.4633487407987492,Low
Andhra Pradesh,Parvathipuram Manyam,2025-11-30,10.0,0.0008315720176016077,0.0035899306259039275,0.003539820000668363,0.0,0.19380754636502975,Low
Andhra Pradesh,Parvathipuram Manyam,2025-12-31,3.0,0.0002494716052804823,0.004094182080002586,0.003539820000668363,0.0,0.18312981622465122,Low
Andhra Pradesh,Prakasam,2025-07-31,237.0,0.019001420602196735,0.01367495970787706,0.05295568191232414,0.0,2.161044455031279,Low
Andhra Pradesh,Prakasam,2025-09-30,839.0,0.0677246110668376,0.04844065067822326,0.05295568191232414,0.0,4.979114347875568,Low
Andhra Pradesh,Prakasam,2025-10-31,530.0,0.042950694709123036,0.008634162352159006,0.05295568191232414,0.0,2.9929954854153795,Low
Andhra Pradesh,Prakasam,2025-11-30,143.0,0.011669727313675894,0.003680994904676462,0.05295568191232414,0.0,1.6179276034104302,Low
Andhra Pradesh,Prakasam,2025-12-31,45.0,0.0036311978101936865,0.004295177414853099,0.05295568191232414,0.0,1.3117409860255578,Low
Andhra Pradesh,Rangareddi,2025-09-30,183.0,0.014704965177921761,0.01367495970787706,0.014379629850604495,0.0,1.217665196825887,Low
Andhra Pradesh,Rangareddi,2025-10-31,182.0,0.01449707217352136,0.013600168313436198,0.014379629850604495,0.0,1.2074796917888493,Low
Andhra Pradesh,Rangareddi,2025-11-30,56.0,0.0045182079623020685,0.004199465350638568,0.014379629850604495,0.0,0.5733075492701368,Low
Andhra Pradesh,Rangareddi,2025-12-31,11.0,0.0008870101521083816,0.0026766180432252398,0.014379629850604495,0.0,0.3899884541770562,Low
Andhra Pradesh,Spsr Nellore,2025-03-31,116.0,0.009639305637365302,0.01367495970787706,0.10070390030060809,0.0,2.741524224203701,Low
Andhra Pradesh,Spsr Nellore,2025-06-30,1348.0,0.11066144624233394,0.15903848233769668,0.10070390030060809,1.0,25.41649791414794,Low
Andhra Pradesh,Spsr Nellore,2025-07-31,719.0,0.05764873012023145,0.007288451518037037,0.10070390030060809,0.0,4.502238498772345,Low
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-09-30,172.0,0.013956550362080315,0.01367495970787706,0.012863886398061212,0.0,1.1574137351413634,Low
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-10-31,115.0,0.009445272166591594,0.009139209501989643,0.012863886398061212,0.0,0.8635688521746291,Low
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-11-30,27.0,0.0019957728422438582,0.003201563046349684,0.012863886398061212,0.0,0.4171477178097207,Low
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-12-31,2.0,0.00016631440352032152,0.001001973427619816,0.012863886398061212,0.0,0.28897963979253255,Low
Andhra Pradesh,Sri Sathya Sai,2025-09-30,64.0,0.005315131145836942,0.01367495970787706,0.006077523454104338,0.0,0.6760297076124909,Low
Andhra Pradesh,Sri Sathya Sai,2025-10-31,79.0,0.006513980804545926,0.016882809360067173,0.006077523454104338,0.0,0.8041799352656032,Low
Andhra Pradesh,Sri Sathya Sai,2025-11-30,17.0,0.001385953362669346,0.0029334007037501632,0.006077523454104338,0.0,0.2503236211826147,Low
Andhra Pradesh,Sri Sathya Sai,2025-12-31,1.0,8.315720176016076e-05,0.0007932418888861714,0.006077523454104338,0.0,0.14470780437464748,Low
Andhra Pradesh,Srikakulam,2025-09-30,428.0,0.03547347631752191,0.01367495970787706,0.030067897683905116,0.0,2.3621709990759054,Low
Andhra Pradesh,Srikakulam,2025-10-31,285.0,0.023575066699005578,0.009102025125814144,0.030067897683905116,0.0,1.771911249783679,Low
Andhra Pradesh,Srikakulam,2025-11-30,101.0,0.008357298776896156,0.00483855327414822,0.030067897683905116,0.0,1.0566137366076542,Low
Andhra Pradesh,Srikakulam,2025-12-31,19.0,0.0015661272998163612,0.0025628838169901146,0.030067897683905116,0.0,0.7280751410955096,Low
Andhra Pradesh,Tirupati,2025-09-30,111.0,0.008918609888777242,0.01367495970787706,0.008559347727947801,0.0,0.8698053428069723,Low
Andhra Pradesh,Tirupati,2025-10-31,106.0,0.008260282041509304,0.013058436050999682,0.008559347727947801,0.0,0.8280591374943204,Low
Andhra Pradesh,Tirupati,2025-11-30,26.0,0.0019957728422438582,0.0033452803247239864,0.008559347727947801,0.0,0.33464987636681,Low
Andhra Pradesh,Tirupati,2025-12-31,11.0,0.0008315720176016077,0.005778714410178317,0.008559347727947801,0.0,0.34891769551747825,Low
Andhra Pradesh,Visakhapatanam,2025-06-30,226.0,0.018654932261529398,0.01367495970787706,,0.0,,High
Andhra Pradesh,Visakhapatnam,2025-09-30,680.0,0.055923218183708115,0.01367495970787706,0.04787749592713237,0.0,3.536352638587899,Low
Andhra Pradesh,Visakhapatnam,2025-10-31,464.0,0.0381552960742871,0.009327379943967633,0.04787749592713237,0.0,2.7169462601133225,Low
Andhra Pradesh,Visakhapatnam,2025-11-30,157.0,0.012903225806451611,0.004619237011579449,0.04787749592713237,0.0,1.589159876090198,Low
Andhra Pradesh,Visakhapatnam,2025-12-31,35.0,0.002855063927098853,0.003039337591401301,0.04787749592713237,0.0,1.147735915411634,Low
Andhra Pradesh,Vizianagaram,2025-09-30,365.0,0.030109836803991544,0.01367495970787706,0.025657872664476875,0.0,2.0594249181461257,Low
Andhra Pradesh,Vizianagaram,2025-10-31,239.0,0.019597380548144555,0.008950192658514305,0.025657872664476875,0.0,1.5208074916781773,Low
Andhra Pradesh,Vizianagaram,2025-11-30,72.0,0.005931880392224801,0.004111362195294649,0.025657872664476875,0.0,0.8532167238608958,Low
Andhra Pradesh,Vizianagaram,2025-12-31,23.0,0.0018571775059769238,0.004360314791887986,0.025657872664476875,0.0,0.6964524233258141,Low
Andhra Pradesh,Warangal,2025-09-30,149.0,0.012057794255223311,0.01367495970787706,0.010971770760439654,0.0,1.043621178114652,Low
Andhra Pradesh,Warangal,2025-10-31,102.0,0.008093967637988982,0.009357639012669963,0.010971770760439654,0.0,0.7771350960451016,Low
Andhra Pradesh,Warangal,2025-11-30,25.0,0.0019957728422438582,0.0033427485405614493,0.010971770760439654,0.0,0.3828350424125837,Low
Andhra Pradesh,Warangal,2025-12-31,5.0,0.00041578600880080386,0.002725499561734802,0.010971770760439654,0.0,0.3042043446041953,Low
Andhra Pradesh,West Godavari,2025-09-30,562.0,0.04613838744326253,0.01367495970787706,0.040193990939714985,0.0,2.9912893092217274,Low
Andhra Pradesh,West Godavari,2025-10-31,370.0,0.030116766570804893,0.008999033666819867,0.040193990939714985,0.0,2.233526323296992,Low
Andhra Pradesh,West Godavari,2025-11-30,113.0,0.009299747063511311,0.00416816491882787,0.040193990939714985,0.0,1.280073824305449,Low
Andhra Pradesh,West Godavari,2025-12-31,22.0,0.00180173937147015,0.0026528261536851866,0.040193990939714985,0.0,0.9422700474952355,Low
Andhra Pradesh,Y. S. R,2025-09-30,82.0,0.006805031010706489,0.01367495970787706,0.006147651395857055,0.0,0.7370282610423271,Low
Andhra Pradesh,Y. S. R,2025-10-31,68.0,0.005626970652437545,0.011338184676688163,0.006147651395857055,0.0,0.6314864709318471,Low
Andhra Pradesh,Y. S. R,2025-11-30,11.0,0.000900869685735075,0.0022021797753382973,0.006147651395857055,0.0,0.21404230973000155,Low
Arunachal Pradesh,Anjaw,2025-09-30,12.0,0.0009701673538685423,0.01367495970787706,0.001271484386584227,0.0,0.4061103745833527,Low
Arunachal Pradesh,Anjaw,2025-10-31,1.0,8.315720176016076e-05,0.001128703290422391,0.001271484386584227,0.0,0.05697355806265074,Low
Arunachal Pradesh,Changlang,2025-09-30,229.0,0.018301514154048716,0.01367495970787706,0.017763400753700843,0.0,1.4292025739328922,Low
Arunachal Pradesh,Changlang,2025-10-31,32.0,0.0024254183846713555,0.0019007039830406802,0.017763400753700843,0.0,0.49980235003688805,Low
Arunachal Pradesh,Changlang,2025-11-30,7.0,0.000540521811441045,0.0029821275339100128,0.017763400753700843,0.0,0.451442075879409,Low
