state,district,date,total_enrolments,age_weighted_load,growth_rate,volatility,anomaly
Andhra Pradesh,Anantapur,2025-10-31,435.0,513.0,0.04567307692307687,215.97376383872802,0
Andhra Pradesh,Anantapur,2025-11-30,87.0,102.8,-0.8,215.97376383872802,0
Andhra Pradesh,Anantapur,2025-12-31,22.0,25.0,-0.7471264367816092,215.97376383872802,0
Andhra Pradesh,Ananthapur,2025-09-30,145.0,170.2,0.0,75.31710739710246,0
Andhra Pradesh,Ananthapur,2025-10-31,150.0,176.6,0.034482758620689724,75.31710739710246,0
Andhra Pradesh,Ananthapur,2025-11-30,32.0,37.4,-0.7866666666666666,75.31710739710246,0
Andhra Pradesh,Ananthapur,2025-12-31,5.0,5.6,-0.84375,75.31710739710246,0
Andhra Pradesh,Ananthapuramu,2025-09-30,264.0,314.9,0.0,140.94561598952507,0
Andhra Pradesh,Ananthapuramu,2025-10-31,293.0,349.0,0.10984848484848486,140.94561598952507,0
Andhra Pradesh,Ananthapuramu,2025-11-30,54.0,64.2,-0.8156996587030717,140.94561598952507,0
Andhra Pradesh,Ananthapuramu,2025-12-31,19.0,22.0,-0.6481481481481481,140.94561598952507,0
Andhra Pradesh,Annamayya,2025-09-30,90.0,114.1,0.0,42.481368465089105,0
Andhra Pradesh,Annamayya,2025-10-31,77.0,92.0,-0.1444444444444445,42.481368465089105,0
Andhra Pradesh,Annamayya,2025-11-30,10.0,11.8,-0.8701298701298701,42.481368465089105,0
Andhra Pradesh,Annamayya,2025-12-31,11.0,13.0,0.10000000000000009,42.481368465089105,0
Andhra Pradesh,Bapatla,2025-09-30,38.0,45.3,0.0,17.03917055884274,0
Andhra Pradesh,Bapatla,2025-10-31,9.0,10.799999999999999,-0.7631578947368421,17.03917055884274,0
Andhra Pradesh,Bapatla,2025-11-30,8.0,9.6,-0.11111111111111116,17.03917055884274,0
Andhra Pradesh,Chittoor,2025-09-30,760.0,898.5,0.0,358.78719319396004,0
Andhra Pradesh,Chittoor,2025-10-31,643.0,755.6999999999999,-0.1539473684210526,358.78719319396004,0
Andhra Pradesh,Chittoor,2025-11-30,142.0,166.79999999999998,-0.7791601866251944,358.78719319396004,0
Andhra Pradesh,Chittoor,2025-12-31,38.0,44.4,-0.7323943661971831,358.78719319396004,0
Andhra Pradesh,Cuddapah,2025-09-30,531.0,628.8,0.0,237.14763334260792,0
Andhra Pradesh,Cuddapah,2025-10-31,420.0,498.4,-0.20903954802259883,237.14763334260792,0
Andhra Pradesh,Cuddapah,2025-11-30,142.0,167.79999999999998,-0.6619047619047619,237.14763334260792,0
Andhra Pradesh,Cuddapah,2025-12-31,21.0,24.599999999999998,-0.852112676056338,237.14763334260792,0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-09-30,64.0,77.1,0.0,27.390691849604675,0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-10-31,25.0,29.599999999999998,-0.609375,27.390691849604675,0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-11-30,8.0,9.6,-0.6799999999999999,27.390691849604675,0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-12-31,4.0,4.8,-0.5,27.390691849604675,0
Andhra Pradesh,East Godavari,2025-09-30,748.0,885.0,0.0,311.3310135530991,0
Andhra Pradesh,East Godavari,2025-10-31,379.0,445.59999999999997,-0.49331550802139035,311.3310135530991,0
Andhra Pradesh,East Godavari,2025-11-30,178.0,212.2,-0.5303430079155673,311.3310135530991,0
Andhra Pradesh,East Godavari,2025-12-31,29.0,33.4,-0.8370786516853932,311.3310135530991,0
Andhra Pradesh,Eluru,2025-09-30,50.0,59.0,0.0,20.072784228070272,0
Andhra Pradesh,Eluru,2025-10-31,23.0,27.599999999999998,-0.54,20.072784228070272,0
Andhra Pradesh,Eluru,2025-11-30,12.0,14.399999999999999,-0.4782608695652174,20.072784228070272,0
Andhra Pradesh,Eluru,2025-12-31,4.0,4.6,-0.6666666666666667,20.072784228070272,0
Andhra Pradesh,Guntur,2025-09-30,808.0,948.9,0.0,350.00702373904824,0
Andhra Pradesh,Guntur,2025-10-31,548.0,641.8,-0.32178217821782173,350.00702373904824,0
Andhra Pradesh,Guntur,2025-11-30,177.0,208.4,-0.677007299270073,350.00702373904824,0
Andhra Pradesh,Guntur,2025-12-31,40.0,46.6,-0.7740112994350282,350.00702373904824,0
Andhra Pradesh,Hyderabad,2025-09-30,412.0,475.4,0.0,222.09963980159895,0
Andhra Pradesh,Hyderabad,2025-10-31,475.0,549.0,0.15291262135922334,222.09963980159895,0
Andhra Pradesh,Hyderabad,2025-11-30,118.0,138.0,-0.751578947368421,222.09963980159895,0
Andhra Pradesh,Hyderabad,2025-12-31,18.0,20.2,-0.847457627118644,222.09963980159895,0
Andhra Pradesh,K.V.Rangareddy,2025-09-30,11.0,13.0,0.0,2.8284271247461903,0
Andhra Pradesh,K.V.Rangareddy,2025-10-31,7.0,7.6,-0.36363636363636365,2.8284271247461903,0
Andhra Pradesh,K.v. Rangareddy,2025-09-30,2.0,2.4,0.0,0.7071067811865476,0
Andhra Pradesh,K.v. Rangareddy,2025-10-31,1.0,1.0,-0.5,0.7071067811865476,0
Andhra Pradesh,Kakinada,2025-09-30,76.0,89.8,0.0,31.192947920964443,0
Andhra Pradesh,Kakinada,2025-10-31,39.0,45.199999999999996,-0.48684210526315785,31.192947920964443,0
Andhra Pradesh,Kakinada,2025-11-30,14.0,16.4,-0.641025641025641,31.192947920964443,0
Andhra Pradesh,Karim Nagar,2025-09-30,10.0,11.6,0.0,5.686240703077327,0
Andhra Pradesh,Karim Nagar,2025-10-31,13.0,15.2,0.30000000000000004,5.686240703077327,0
Andhra Pradesh,Karim Nagar,2025-11-30,2.0,2.4,-0.8461538461538461,5.686240703077327,0
Andhra Pradesh,Karimnagar,2025-09-30,88.0,102.2,0.0,40.79522030826651,0
Andhra Pradesh,Karimnagar,2025-10-31,64.0,76.0,-0.2727272727272727,40.79522030826651,0
Andhra Pradesh,Karimnagar,2025-11-30,10.0,11.4,-0.84375,40.79522030826651,0
Andhra Pradesh,Karimnagar,2025-12-31,5.0,5.4,-0.5,40.79522030826651,0
Andhra Pradesh,Khammam,2025-09-30,143.0,162.4,0.0,61.10851004565567,0
Andhra Pradesh,Khammam,2025-10-31,80.0,91.4,-0.4405594405594405,61.10851004565567,0
Andhra Pradesh,Khammam,2025-11-30,29.0,33.199999999999996,-0.6375,61.10851004565567,0
Andhra Pradesh,Khammam,2025-12-31,5.0,6.0,-0.8275862068965517,61.10851004565567,0
Andhra Pradesh,Krishna,2025-09-30,662.0,785.6999999999999,0.0,282.7264579058706,0
Andhra Pradesh,Krishna,2025-10-31,396.0,463.09999999999997,-0.40181268882175225,282.7264579058706,0
Andhra Pradesh,Krishna,2025-11-30,143.0,169.6,-0.6388888888888888,282.7264579058706,0
Andhra Pradesh,Krishna,2025-12-31,26.0,30.599999999999998,-0.8181818181818181,282.7264579058706,0
Andhra Pradesh,Kurnool,2025-09-30,1169.0,1382.2,0.0,572.652890792785,0
Andhra Pradesh,Kurnool,2025-10-31,1095.0,1293.7,-0.0633019674935843,572.652890792785,0
Andhra Pradesh,Kurnool,2025-11-30,228.0,270.2,-0.7917808219178082,572.652890792785,0
Andhra Pradesh,Kurnool,2025-12-31,68.0,80.6,-0.7017543859649122,572.652890792785,0
Andhra Pradesh,Mahabub Nagar,2025-09-30,196.0,223.4,0.0,90.54832963671942,0
Andhra Pradesh,Mahabub Nagar,2025-10-31,127.0,145.79999999999998,-0.3520408163265306,90.54832963671942,0
Andhra Pradesh,Mahabub Nagar,2025-11-30,26.0,29.599999999999998,-0.7952755905511811,90.54832963671942,0
Andhra Pradesh,Mahabub Nagar,2025-12-31,1.0,1.0,-0.9615384615384616,90.54832963671942,0
Andhra Pradesh,Mahabubnagar,2025-09-30,1.0,1.2,0.0,,0
Andhra Pradesh,Mahbubnagar,2025-09-30,106.0,121.6,0.0,47.3383213334257,0
Andhra Pradesh,Mahbubnagar,2025-10-31,63.0,71.4,-0.4056603773584906,47.3383213334257,0
Andhra Pradesh,Mahbubnagar,2025-11-30,16.0,18.0,-0.746031746031746,47.3383213334257,0
Andhra Pradesh,Mahbubnagar,2025-12-31,2.0,2.0,-0.875,47.3383213334257,0
Andhra Pradesh,Medak,2025-09-30,154.0,180.6,0.0,69.14417304926474,0
Andhra Pradesh,Medak,2025-10-31,126.0,146.0,-0.18181818181818177,69.14417304926474,0
Andhra Pradesh,Medak,2025-11-30,46.0,53.4,-0.6349206349206349,69.14417304926474,0
Andhra Pradesh,Medak,2025-12-31,5.0,6.0,-0.8913043478260869,69.14417304926474,0
Andhra Pradesh,N. T. R,2025-09-30,86.0,102.2,0.0,39.30648801406709,0
Andhra Pradesh,N. T. R,2025-10-31,60.0,71.2,-0.3023255813953488,39.30648801406709,0
Andhra Pradesh,N. T. R,2025-11-30,14.0,16.4,-0.7666666666666666,39.30648801406709,0
Andhra Pradesh,N. T. R,2025-12-31,2.0,2.2,-0.8571428571428572,39.30648801406709,0
Andhra Pradesh,Nalgonda,2025-09-30,140.0,163.4,0.0,62.487332049517576,0
Andhra Pradesh,Nalgonda,2025-10-31,99.0,114.8,-0.2928571428571428,62.487332049517576,0
Andhra Pradesh,Nalgonda,2025-11-30,28.0,33.0,-0.7171717171717171,62.487332049517576,0
Andhra Pradesh,Nalgonda,2025-12-31,5.0,6.0,-0.8214285714285714,62.487332049517576,0
Andhra Pradesh,Nandyal,2025-09-30,88.0,105.6,0.0,42.7346463656832,0
Andhra Pradesh,Nandyal,2025-10-31,70.0,83.0,-0.20454545454545459,42.7346463656832,0
Andhra Pradesh,Nandyal,2025-11-30,12.0,14.2,-0.8285714285714285,42.7346463656832,0
Andhra Pradesh,Nandyal,2025-12-31,1.0,1.2,-0.9166666666666666,42.7346463656832,0
Andhra Pradesh,Nellore,2025-09-30,563.0,659.9,0.0,245.7051078020154,0
Andhra Pradesh,Nellore,2025-10-31,360.0,419.4,-0.3605683836589698,245.7051078020154,0
Andhra Pradesh,Nellore,2025-11-30,128.0,150.0,-0.6444444444444444,245.7051078020154,0
Andhra Pradesh,Nellore,2025-12-31,11.0,13.0,-0.9140625,245.7051078020154,0
Andhra Pradesh,Nizamabad,2025-09-30,62.0,73.0,0.0,33.00883720056393,0
Andhra Pradesh,Nizamabad,2025-10-31,65.0,76.6,0.048387096774193505,33.00883720056393,0
Andhra Pradesh,Nizamabad,2025-11-30,13.0,15.2,-0.8,33.00883720056393,0
Andhra Pradesh,Nizamabad,2025-12-31,1.0,1.2,-0.9230769230769231,33.00883720056393,0
Andhra Pradesh,Palnadu,2025-09-30,71.0,84.1,0.0,30.95157508108432,0
Andhra Pradesh,Palnadu,2025-10-31,57.0,66.0,-0.19718309859154926,30.95157508108432,0
Andhra Pradesh,Palnadu,2025-11-30,18.0,20.6,-0.6842105263157895,30.95157508108432,0
Andhra Pradesh,Palnadu,2025-12-31,6.0,7.0,-0.6666666666666667,30.95157508108432,0
Andhra Pradesh,Parvathipuram Manyam,2025-09-30,48.0,57.5,0.0,21.654483754332883,0
Andhra Pradesh,Parvathipuram Manyam,2025-10-31,38.0,44.0,-0.20833333333333337,21.654483754332883,0
Andhra Pradesh,Parvathipuram Manyam,2025-11-30,10.0,12.0,-0.736842105263158,21.654483754332883,0
Andhra Pradesh,Parvathipuram Manyam,2025-12-31,3.0,3.5999999999999996,-0.7,21.654483754332883,0
Andhra Pradesh,Prakasam,2025-07-31,237.0,274.2,0.0,323.95092220890496,0
Andhra Pradesh,Prakasam,2025-09-30,839.0,977.3,2.540084388185654,323.95092220890496,0
Andhra Pradesh,Prakasam,2025-10-31,530.0,619.8,-0.3682955899880811,323.95092220890496,0
Andhra Pradesh,Prakasam,2025-11-30,143.0,168.4,-0.730188679245283,323.95092220890496,0
Andhra Pradesh,Prakasam,2025-12-31,45.0,52.4,-0.6853146853146853,323.95092220890496,0
Andhra Pradesh,Rangareddi,2025-09-30,183.0,212.2,0.0,87.96590248499699,0
Andhra Pradesh,Rangareddi,2025-10-31,182.0,209.2,-0.005464480874316946,87.96590248499699,0
Andhra Pradesh,Rangareddi,2025-11-30,56.0,65.2,-0.6923076923076923,87.96590248499699,0
Andhra Pradesh,Rangareddi,2025-12-31,11.0,12.799999999999999,-0.8035714285714286,87.96590248499699,0
Andhra Pradesh,Spsr Nellore,2025-03-31,116.0,139.1,0.0,616.0457234112848,0
Andhra Pradesh,Spsr Nellore,2025-06-30,1348.0,1596.8999999999999,10.620689655172415,616.0457234112848,1
Andhra Pradesh,Spsr Nellore,2025-07-31,719.0,831.9,-0.4666172106824926,616.0457234112848,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-09-30,172.0,201.4,0.0,78.69349824900827,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-10-31,115.0,136.3,-0.33139534883720934,78.69349824900827,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-11-30,27.0,28.8,-0.7652173913043478,78.69349824900827,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-12-31,2.0,2.4,-0.9259259259259259,78.69349824900827,0
Andhra Pradesh,Sri Sathya Sai,2025-09-30,64.0,76.7,0.0,37.178622890042604,0
Andhra Pradesh,Sri Sathya Sai,2025-10-31,79.0,94.0,0.234375,37.178622890042604,0
Andhra Pradesh,Sri Sathya Sai,2025-11-30,17.0,20.0,-0.7848101265822784,37.178622890042604,0
Andhra Pradesh,Sri Sathya Sai,2025-12-31,1.0,1.2,-0.9411764705882353,37.178622890042604,0
Andhra Pradesh,Srikakulam,2025-09-30,428.0,511.9,0.0,183.93726285521012,0
Andhra Pradesh,Srikakulam,2025-10-31,285.0,340.2,-0.3341121495327103,183.93726285521012,0
Andhra Pradesh,Srikakulam,2025-11-30,101.0,120.6,-0.6456140350877193,183.93726285521012,0
Andhra Pradesh,Srikakulam,2025-12-31,19.0,22.599999999999998,-0.8118811881188119,183.93726285521012,0
Andhra Pradesh,Tirupati,2025-09-30,111.0,128.7,0.0,52.360926908016694,0
Andhra Pradesh,Tirupati,2025-10-31,106.0,119.2,-0.04504504504504503,52.360926908016694,0
Andhra Pradesh,Tirupati,2025-11-30,26.0,28.8,-0.7547169811320755,52.360926908016694,0
Andhra Pradesh,Tirupati,2025-12-31,11.0,12.0,-0.5769230769230769,52.360926908016694,0
Andhra Pradesh,Visakhapatanam,2025-06-30,226.0,269.2,0.0,,0
Andhra Pradesh,Visakhapatnam,2025-09-30,680.0,807.0,0.0,292.88564321250027,0
Andhra Pradesh,Visakhapatnam,2025-10-31,464.0,550.6,-0.3176470588235294,292.88564321250027,0
Andhra Pradesh,Visakhapatnam,2025-11-30,157.0,186.2,-0.6616379310344828,292.88564321250027,0
Andhra Pradesh,Visakhapatnam,2025-12-31,35.0,41.2,-0.7770700636942676,292.88564321250027,0
Andhra Pradesh,Vizianagaram,2025-09-30,365.0,434.5,0.0,156.9593896522282,0
Andhra Pradesh,Vizianagaram,2025-10-31,239.0,282.8,-0.3452054794520548,156.9593896522282,0
Andhra Pradesh,Vizianagaram,2025-11-30,72.0,85.6,-0.698744769874477,156.9593896522282,0
Andhra Pradesh,Vizianagaram,2025-12-31,23.0,26.8,-0.6805555555555556,156.9593896522282,0
Andhra Pradesh,Warangal,2025-09-30,149.0,174.0,0.0,67.11867599011967,0
Andhra Pradesh,Warangal,2025-10-31,102.0,116.8,-0.31543624161073824,67.11867599011967,0
Andhra Pradesh,Warangal,2025-11-30,25.0,28.799999999999997,-0.7549019607843137,67.11867599011967,0
Andhra Pradesh,Warangal,2025-12-31,5.0,6.0,-0.8,67.11867599011967,0
Andhra Pradesh,West Godavari,2025-09-30,562.0,665.8,0.0,245.88259393458497,0
Andhra Pradesh,West Godavari,2025-10-31,370.0,434.59999999999997,-0.3416370106761566,245.88259393458497,0
Andhra Pradesh,West Godavari,2025-11-30,113.0,134.2,-0.6945945945945946,245.88259393458497,0
Andhra Pradesh,West Godavari,2025-12-31,22.0,26.0,-0.8053097345132744,245.88259393458497,0
Andhra Pradesh,Y. S. R,2025-09-30,82.0,98.2,0.0,37.607623340665036,0
Andhra Pradesh,Y. S. R,2025-10-31,68.0,81.2,-0.1707317073170732,37.607623340665036,0
Andhra Pradesh,Y. S. R,2025-11-30,11.0,13.0,-0.8382352941176471,37.607623340665036,0
Arunachal Pradesh,Anjaw,2025-09-30,12.0,14.0,0.0,7.7781745930520225,0
Arunachal Pradesh,Anjaw,2025-10-31,1.0,1.2,-0.9166666666666666,7.7781745930520225,0
Arunachal Pradesh,Changlang,2025-09-30,229.0,264.09999999999997,0.0,108.66577197995696,0
Arunachal Pradesh,Changlang,2025-10-31,32.0,35.0,-0.8602620087336245,108.66577197995696,0
Arunachal Pradesh,Changlang,2025-11-30,7.0,7.8,-0.78125,108.66577197995696,0
Arunachal Pradesh,Changlang,2025-12-31,1.0,1.0,-0.8571428571428572,108.66577197995696,0
Arunachal Pradesh,Dibang Valley,2025-10-31,1.0,1.2,0.0,,0
Arunachal Pradesh,East Kameng,2025-09-30,36.0,40.8,0.0,16.13484841370793,0
Arunachal Pradesh,East Kameng,2025-10-31,10.0,11.2,-0.7222222222222222,16.13484841370793,0
Arunachal Pradesh,East Kameng,2025-11-30,1.0,1.2,-0.9,16.13484841370793,0
Arunachal Pradesh,East Kameng,2025-12-31,3.0,3.0,2.0,16.13484841370793,0
Arunachal Pradesh,East Siang,2025-09-30,19.0,21.4,0.0,9.899494936611665,0
Arunachal Pradesh,East Siang,2025-10-31,22.0,24.4,0.1578947368421053,9.899494936611665,0
Arunachal Pradesh,East Siang,2025-11-30,3.0,3.2,-0.8636363636363636,9.899494936611665,0
Arunachal Pradesh,East Siang,2025-12-31,4.0,4.0,0.33333333333333326,9.899494936611665,0
Arunachal Pradesh,Kamle,2025-09-30,13.0,13.4,0.0,8.48528137423857,0
Arunachal Pradesh,Kamle,2025-11-30,1.0,1.0,-0.9230769230769231,8.48528137423857,0
Arunachal Pradesh,Kra Daadi,2025-09-30,11.0,12.0,0.0,1.4142135623730951,0
Arunachal Pradesh,Kra Daadi,2025-10-31,9.0,9.4,-0.18181818181818177,1.4142135623730951,0
Arunachal Pradesh,Kurung Kumey,2025-09-30,7.0,8.0,0.0,1.5275252316519468,0
Arunachal Pradesh,Kurung Kumey,2025-10-31,8.0,8.4,0.1428571428571428,1.5275252316519468,0
Arunachal Pradesh,Kurung Kumey,2025-11-30,5.0,5.6000000000000005,-0.375,1.5275252316519468,0
Arunachal Pradesh,Lohit,2025-09-30,14.0,15.6,0.0,8.602325267042628,0
Arunachal Pradesh,Lohit,2025-10-31,20.0,21.200000000000003,0.4285714285714286,8.602325267042628,0
Arunachal Pradesh,Lohit,2025-11-30,1.0,1.2,-0.95,8.602325267042628,0
Arunachal Pradesh,Lohit,2025-12-31,5.0,5.4,4.0,8.602325267042628,0
Arunachal Pradesh,Longding,2025-07-31,401.0,426.7,0.0,186.1907623916933,0
Arunachal Pradesh,Longding,2025-09-30,120.0,122.8,-0.7007481296758105,186.1907623916933,0
Arunachal Pradesh,Longding,2025-10-31,8.0,8.4,-0.9333333333333333,186.1907623916933,0
Arunachal Pradesh,Longding,2025-11-30,5.0,5.8,-0.375,186.1907623916933,0
Arunachal Pradesh,Lower Dibang Valley,2025-09-30,2.0,2.0,0.0,4.949747468305833,0
Arunachal Pradesh,Lower Dibang Valley,2025-10-31,9.0,10.4,3.5,4.949747468305833,0
Arunachal Pradesh,Lower Siang,2025-09-30,5.0,5.2,0.0,2.3094010767585034,0
Arunachal Pradesh,Lower Siang,2025-10-31,1.0,1.0,-0.8,2.3094010767585034,0
Arunachal Pradesh,Lower Siang,2025-11-30,1.0,1.2,0.0,2.3094010767585034,0
Arunachal Pradesh,Lower Subansiri,2025-09-30,17.0,18.8,0.0,7.211102550927978,0
Arunachal Pradesh,Lower Subansiri,2025-10-31,7.0,7.6000000000000005,-0.5882352941176471,7.211102550927978,0
Arunachal Pradesh,Lower Subansiri,2025-11-30,3.0,3.4,-0.5714285714285714,7.211102550927978,0
Arunachal Pradesh,Namsai,2025-09-30,18.0,20.0,0.0,8.736894948054106,0
Arunachal Pradesh,Namsai,2025-10-31,6.0,7.1,-0.6666666666666667,8.736894948054106,0
Arunachal Pradesh,Namsai,2025-11-30,1.0,1.2,-0.8333333333333334,8.736894948054106,0
Arunachal Pradesh,Papum Pare,2025-09-30,44.0,48.6,0.0,18.88562063228706,0
Arunachal Pradesh,Papum Pare,2025-10-31,37.0,39.6,-0.15909090909090906,18.88562063228706,0
Arunachal Pradesh,Papum Pare,2025-11-30,16.0,19.0,-0.5675675675675675,18.88562063228706,0
Arunachal Pradesh,Papum Pare,2025-12-31,3.0,3.0,-0.8125,18.88562063228706,0
Arunachal Pradesh,Shi-yomi,2025-09-30,3.0,3.5999999999999996,0.0,1.4142135623730951,0
Arunachal Pradesh,Shi-yomi,2025-10-31,5.0,5.2,0.6666666666666667,1.4142135623730951,0
Arunachal Pradesh,Siang,2025-09-30,6.0,6.6000000000000005,0.0,2.6457513110645907,0
Arunachal Pradesh,Siang,2025-10-31,5.0,5.4,-0.16666666666666663,2.6457513110645907,0
Arunachal Pradesh,Siang,2025-11-30,1.0,1.0,-0.8,2.6457513110645907,0
Arunachal Pradesh,Tawang,2025-09-30,14.0,16.4,0.0,7.234178138070234,0
Arunachal Pradesh,Tawang,2025-10-31,13.0,15.2,-0.0714285714285714,7.234178138070234,0
Arunachal Pradesh,Tawang,2025-12-31,1.0,1.0,-0.9230769230769231,7.234178138070234,0
Arunachal Pradesh,Tirap,2025-09-30,5.0,5.8,0.0,6.6583281184793925,0
Arunachal Pradesh,Tirap,2025-10-31,14.0,15.8,1.7999999999999998,6.6583281184793925,0
Arunachal Pradesh,Tirap,2025-11-30,1.0,1.0,-0.9285714285714286,6.6583281184793925,0
Arunachal Pradesh,Upper Siang,2025-09-30,3.0,3.0,0.0,1.632993161855452,0
Arunachal Pradesh,Upper Siang,2025-10-31,5.0,5.2,0.6666666666666667,1.632993161855452,0
Arunachal Pradesh,Upper Siang,2025-11-30,3.0,3.4,-0.4,1.632993161855452,0
Arunachal Pradesh,Upper Siang,2025-12-31,1.0,1.0,-0.6666666666666667,1.632993161855452,0
Arunachal Pradesh,Upper Subansiri,2025-09-30,18.0,20.2,0.0,5.656854249492381,0
Arunachal Pradesh,Upper Subansiri,2025-10-31,10.0,11.1,-0.4444444444444444,5.656854249492381,0
Arunachal Pradesh,West Kameng,2025-07-31,83.0,96.6,0.0,35.78174581170312,0
Arunachal Pradesh,West Kameng,2025-09-30,32.0,36.4,-0.6144578313253012,35.78174581170312,0
Arunachal Pradesh,West Kameng,2025-10-31,12.0,13.6,-0.625,35.78174581170312,0
Arunachal Pradesh,West Kameng,2025-11-30,3.0,3.2,-0.75,35.78174581170312,0
Arunachal Pradesh,West Siang,2025-09-30,31.0,34.6,0.0,12.974333637352377,0
Arunachal Pradesh,West Siang,2025-10-31,12.0,13.200000000000001,-0.6129032258064516,12.974333637352377,0
Arunachal Pradesh,West Siang,2025-11-30,4.0,4.2,-0.6666666666666667,12.974333637352377,0
Arunachal Pradesh,West Siang,2025-12-31,3.0,3.2,-0.25,12.974333637352377,0
Assam,Bajali,2025-09-30,4.0,4.6,0.0,1.4142135623730951,0
Assam,Bajali,2025-10-31,2.0,2.4,-0.5,1.4142135623730951,0
Assam,Baksa,2025-03-31,38.0,46.7,0.0,338.3648179110825,0
Assam,Baksa,2025-04-30,1078.0,1253.1,27.36842105263158,338.3648179110825,1
Assam,Baksa,2025-05-31,82.0,99.4,-0.9239332096474954,338.3648179110825,0
Assam,Baksa,2025-06-30,52.0,63.6,-0.36585365853658536,338.3648179110825,0
Assam,Baksa,2025-07-31,220.0,261.5,3.230769230769231,338.3648179110825,0
Assam,Baksa,2025-09-30,299.0,340.4,0.3590909090909091,338.3648179110825,0
Assam,Baksa,2025-10-31,344.0,424.2,0.15050167224080258,338.3648179110825,0
Assam,Baksa,2025-11-30,29.0,33.6,-0.9156976744186046,338.3648179110825,0
Assam,Baksa,2025-12-31,9.0,10.3,-0.6896551724137931,338.3648179110825,0
Assam,Barpeta,2025-03-31,68.0,77.8,0.0,1395.4041330182608,0
Assam,Barpeta,2025-04-30,215.0,254.1,2.161764705882353,1395.4041330182608,0
Assam,Barpeta,2025-05-31,183.0,206.0,-0.14883720930232558,1395.4041330182608,0
Assam,Barpeta,2025-06-30,1179.0,1370.8,5.442622950819672,1395.4041330182608,1
Assam,Barpeta,2025-07-31,4389.0,5143.0,2.72264631043257,1395.4041330182608,1
Assam,Barpeta,2025-09-30,1363.0,1578.3,-0.6894508999772158,1395.4041330182608,0
Assam,Barpeta,2025-10-31,585.0,671.3,-0.5707997065297139,1395.4041330182608,0
Assam,Barpeta,2025-11-30,102.0,118.8,-0.8256410256410256,1395.4041330182608,0
Assam,Barpeta,2025-12-31,63.0,70.1,-0.38235294117647056,1395.4041330182608,0
